MGI.symbol,HGNC.symbol
Strc,STRC
Msantd2,MSANTD2
Tpbg,TPBG
Zfp1,ZFP1
Gm21292,SPIN2A
Adal,ADAL
Wdr20,WDR20
Gm20814,SYCP3
Luc7l3,LUC7L3
Rasgef1c,RASGEF1C
Rbm43,RBM43
BC048507,DYNLL1
Snord52,SNORD52
Slc7a9,SLC7A9
Spata48,SPATA48
Gm20896,SYCP3
Napb,NAPB
Fibp,FIBP
H2-T3,HLA-E
Gm7102,MPLKIP
Lypd2,LYPD2
Snora43,SNORA17B
Arel1,AREL1
Flt4,FLT4
Rtl8c,RTL8C
Klf7,KLF7
Gabrp,GABRP
Tes3-ps,DCUN1D1
Rpl18a,RPL18A
Akt2,AKT2
Kbtbd4,KBTBD4
Gh,GH2
Gh,CSH1
Gm23502,RNU12-2P
Setdb2,SETDB2
Usp34,USP34
Gal3st3,GAL3ST3
Zscan25,ZSCAN25
Nkx2-5,NKX2-5
Tbc1d16,TBC1D16
Zfp593,ZNF593
H2ab1,H2AB1
H2ab1,H2AB2
Trbv13-1,TRBV10-1
Trbv13-1,TRBV10-2
Trbv13-1,TRBV10-3
Fgl1,FGL1
Ptprk,PTPRK
ccdc198,CCDC198
Mrpl57,MRPL57
Fzd2,FZD2
Serpine3,SERPINE3
Slc9a2,SLC9A2
Pla1a,PLA1A
Jph1,JPH1
Tnfrsf9,TNFRSF9
Aldh4a1,ALDH4A1
Gmip,GMIP
Il7r,IL7R
Snord15a,SNORD15A
H3c1,H3C2
Ripor2,RIPOR2
Necap2,NECAP2
Trpv4,TRPV4
Arf5,ARF5
Rnf166,RNF166
Ufsp2,UFSP2
Col28a1,COL28A1
Mettl17,METTL17
Fbxo4,FBXO4
Endog,ENDOG
Ppp1r37,PPP1R37
Mchr1,MCHR1
Iah1,IAH1
Sparcl1,SPARCL1
Crybb2,CRYBB2
Gm20909,SPIN2A
Gm29049,SPIN2A
Prm2,PRM2
Mtfr1,MTFR1
Rpl22l1,RPL22L1
Snx29,SNX29
Mucl3,MUCL3
Macrod1,MACROD1
Gm26505,RNU1-117P
Gm26505,RNU1-34P
Ano9,ANO9
Pank4,PANK4
Eva1a,EVA1A
Slc31a2,SLC31A2
Ssty1,SPIN2A
Eppk1,EPPK1
Ighv1-50,IGHV1-45
Ighv1-50,IGHV1-46
Ighv1-50,IGHV1-58
Ighv1-50,IGHV1-3
Ighv1-50,IGHV1-69
Ighv1-50,IGHV1-69-2
Ighv1-50,IGHV1-69D
Zfp277,ZNF277
Tmem211,TMEM211
Nopchap1,NOPCHAP1
Cyp4f40,CYP4F2
Mtmr6,MTMR6
Ighv1-36,IGHV1-45
Ighv1-36,IGHV1-46
Ighv1-36,IGHV1-58
Ighv1-36,IGHV1-3
Ighv1-36,IGHV1-69
Ighv1-36,IGHV1-69-2
Ighv1-36,IGHV1-69D
Matk,MATK
Itfg1,ITFG1
Tbc1d5,TBC1D5
Ighe,IGHE
Usp20,USP20
Bop1,BOP1
Otud6b,OTUD6B
Atoh8,ATOH8
Dusp19,DUSP19
Nfe2l1,NFE2L1
Slc35d1,SLC35D1
Actr1a,ACTR1A
Nedd1,NEDD1
Art1,ART1
Ifit3b,IFIT3
Vav1,VAV1
Snord67,SNORD67
Rps6kb1,RPS6KB1
Cend1,CEND1
Gal3st2,GAL3ST2
9330159F19Rik,KIAA0408
Gm20777,SPIN2A
Fdft1,FDFT1
Ugdh,UGDH
Fmr1,FMR1
Aldoart2,ALDOA
Trav11,TRAV10
Rpp30,RPP30
Xlr,SYCP3
Rft1,RFT1
Klk1b5,KLK2
Klk1b5,KLK1
Trav6n-7,TRAV9-2
Dynlt2a2,DYNLT2
Tmed3,TMED3
Il6,IL6
Fam183b,FAM183A
Cpox,CPOX
Rab3b,RAB3B
Fst,FST
Timm50,TIMM50
Tmed4,TMED4
Fam228b,FAM228B
Gm24032,RNU1-14P
Robo2,ROBO2
Mmel1,MMEL1
Emx2,EMX2
Nutf2-ps1,NUTF2
Fbxw8,FBXW8
Adam21,ADAM21
Gm22491,RNU6-1107P
Fbxw10,FBXW10
Fbxw10,CDRT1
Wdr38,WDR38
Anxa5,ANXA5
Lratd1,LRATD1
Slc38a5,SLC38A5
Trim75,TRIM22
Smim31,SMIM31
Tfap2d,TFAP2D
Gm13043,PRAMEF18
Gm13043,PRAMEF2
Gm13043,PRAMEF4
Gm13043,PRAMEF13
Gm13043,PRAMEF10
Gm13043,PRAMEF11
Gm13043,PRAMEF1
Gm13043,PRAMEF6
Gm13043,PRAMEF5
Gm13043,PRAMEF33
Gm13043,PRAMEF7
Gm13043,PRAMEF8
Nsg2,NSG2
Mir675,MIR675
Eno1b,ENO1
Hspa14,HSPA14
Abcb1b,ABCB1
Gm23047,SNORD116-5
Gm23047,SNORD116-1
Gm23047,SNORD116-3
Rcor2,RCOR2
Shank3,SHANK3
Atp6v1b1,ATP6V1B1
Sgtb,SGTB
Defb22,DEFB108B
Mxi1,MXI1
Gm24917,RNU6-847P
Kdm7a,KDM7A
Cntnap4,CNTNAP4
Mss51,MSS51
Barhl2,BARHL2
Cib2,CIB2
Ighv6-7,IGHV3-72
Ighv6-7,IGHV3-73
Ighv1-71,IGHV1-45
Ighv1-71,IGHV1-46
Ighv1-71,IGHV1-58
Ighv1-71,IGHV1-3
Ighv1-71,IGHV1-69
Ighv1-71,IGHV1-69-2
Ighv1-71,IGHV1-69D
Fam90a1a,FAM90A23P
Fam90a1a,FAM90A26
Fam90a1a,FAM90A14P
F8a,F8A1
F8a,F8A2
Mir598,MIR598
Xbp1,XBP1
Parn,PARN
Gm25471,SNORD116-5
Gm25471,SNORD116-1
Gm25471,SNORD116-3
Efr3b,EFR3B
Astn2,ASTN2
Ms4a13,MS4A13
Itga1,ITGA1
Smpd2,SMPD2
Sap30l,SAP30L
Enkd1,ENKD1
Catsperz,CATSPERZ
Slx1b,SLX1B
Slx1b,SLX1A
Il1a,IL1A
Myorg,MYORG
Tm2d3,TM2D3
Upk1b,UPK1B
Mtf1,MTF1
Spata31d1d,SPATA31D4
Spata31d1d,SPATA31D3
Armcx3,ARMCX3
Cldn3,CLDN3
Plekhg2,PLEKHG2
Ccdc182,CCDC182
Tox,TOX
Elmod2,ELMOD2
Pgm2,PGM2
Pnpt1,PNPT1
Rimbp3,RIMBP3C
Ash2l,ASH2L
Stx4a,STX4
Sae1,SAE1
Septin3,SEPTIN3
H2ac6,H2AC4
Nlrp4a,NLRP4
Trav6d-6,TRAV9-2
Gm25894,SNORD26
Tbxas1,TBXAS1
Ubap2,UBAP2
Arl6ip5,ARL6IP5
Khdc1c,KHDC1L
Gm24437,RNU6-194P
Ccdc54,CCDC54
Wdr27,WDR27
Trpv6,TRPV6
Cdpf1,CDPF1
Fat4,FAT4
Tub,TUB
Cdk14,CDK14
Mbl2,MBL2
Tulp1,TULP1
Tmbim6,TMBIM6
Ankrd55,ANKRD55
Usp24,USP24
Slc9a9,SLC9A9
Gm23452,RNU6-413P
Cdkn2aipnl,CDKN2AIPNL
Chic1,CHIC1
Efcab1,EFCAB1
Dnai1,DNAI1
Trim6,TRIM6
Slc38a6,SLC38A6
Myf5,MYF5
Mir10a,MIR10A
Nr1d1,NR1D1
Glis2,GLIS2
Pigu,PIGU
Pkp3,PKP3
Ighv1-82,IGHV1-45
Ighv1-82,IGHV1-46
Ighv1-82,IGHV1-58
Ighv1-82,IGHV1-3
Ighv1-82,IGHV1-69
Ighv1-82,IGHV1-69-2
Ighv1-82,IGHV1-69D
Txndc12,TXNDC12
Npr2,NPR2
Gm20806,SPIN2A
Sil1,SIL1
Gar1,GAR1
Septin12,SEPTIN12
Psmc2,PSMC2
Mrpl15,MRPL15
Uba3,UBA3
Zfp428,ZNF428
Mir130a,MIR130A
Safb2,SAFB2
Stx1a,STX1A
Rin1,RIN1
Scarf2,SCARF2
Hipk4,HIPK4
Ighv9-2,IGHV7-4-1
Ighv9-2,IGHV7-81
Itgad,ITGAD
Dus2,DUS2
Ncbp2,NCBP2L
Klk1b3,KLK2
Klk1b3,KLK1
Aadat,AADAT
Gsc,GSC
Gm4131,C13orf42
Cbx8,CBX8
Ccna2,CCNA2
Qser1,QSER1
Cyb5d2,CYB5D2
Gm29866,SYCP3
Commd4,COMMD4
Cacna1g,CACNA1G
Nol7,NOL7
Gm22589,SNORD84
Gpr139,GPR139
Pkdcc,PKDCC
Gm20823,SPIN2A
Mir331,MIR331
Wnt6,WNT6
Rrn3,RRN3
Cela2a,CELA2A
Cela2a,CELA2B
Tmem87a,TMEM87A
E330014E10Rik,PRAMEF18
E330014E10Rik,PRAMEF2
E330014E10Rik,PRAMEF4
E330014E10Rik,PRAMEF13
E330014E10Rik,PRAMEF10
E330014E10Rik,PRAMEF11
E330014E10Rik,PRAMEF1
E330014E10Rik,PRAMEF6
E330014E10Rik,PRAMEF5
E330014E10Rik,PRAMEF33
E330014E10Rik,PRAMEF7
E330014E10Rik,PRAMEF8
Gm26433,SNORD116-5
Gm26433,SNORD116-1
Gm26433,SNORD116-3
Elovl3,ELOVL3
Usp47,USP47
Spata16,SPATA16
Ric8b,RIC8B
Cd3d,CD3D
Plpp4,PLPP4
Rasl12,RASL12
Marchf10,MARCHF10
Nebl,NEBL
Bbs12,BBS12
Cenpt,CENPT
Tmem125,TMEM125
Izumo4,IZUMO4
Pcolce,PCOLCE
Cryab,CRYAB
Gmps,GMPS
Scara5,SCARA5
Qrsl1,QRSL1
1110038F14Rik,C8orf33
Mkrn1,MKRN1
Mycbp,MYCBP
Gtpbp3,GTPBP3
Trbv12-2,TRBV13
Ftl1,FTL
Lrrc28,LRRC28
Smn1,SMN2
Zfr2,ZFR2
Adgrg5,ADGRG5
Snrpa,SNRPA
Lrrk1,LRRK1
Gm20883,SYCP3
Bckdk,BCKDK
Serpina6,SERPINA6
Gm25810,RNU6-317P
Lyn,LYN
Vsnl1,VSNL1
Hecw2,HECW2
Serpinb9h,SERPINB9
Serpinb6d,SERPINB6
Haus3,HAUS3
Cdh6,CDH6
Snora15,SNORA15
Snora15,SNORA15B-2
Zfp346,ZNF346
Med22,MED22
Trip6,TRIP6
H2-DMb1,HLA-DMB
Cald1,CALD1
Psmb10,PSMB10
Igfbp2,IGFBP2
Timm8b,TIMM8B
Pigt,PIGT
Ndrg1,NDRG1
Calcoco1,CALCOCO1
Fam78a,FAM78A
Ccdc105,CCDC105
Zfp110,ZNF274
Trav7-4,TRAV12-1
Trav7-4,TRAV12-2
Trav7-4,TRAV12-3
Dcaf12,DCAF12
Sfr1,SFR1
Gm94,C5orf46
Med9,MED9
Tssk1,TSSK1B
Gm25360,RNU2-1
Oaz1,OAZ1
Kat7,KAT7
Gm6121,SYCP3
Sdhd,SDHD
Klf12,KLF12
Asph,ASPH
Rmnd5a,RMND5A
Snora52,SNORA52
Tceal3,TCEAL6
Rspo2,RSPO2
Map3k4,MAP3K4
4933412E24Rik,CXorf49B
4933412E24Rik,CXorf49
Hepacam,HEPACAM
Gata1,GATA1
Cfdp1,CFDP1
Gm21209,SYCP3
Efcab7,EFCAB7
Tspyl2,TSPYL2
Gm25416,RNU6-530P
Gm25416,RNU6-850P
Gm25416,RNU6-172P
Gm25416,RNU6-1083P
Epgn,EPGN
Tescl,TESC
Paqr5,PAQR5
Coq5,COQ5
Gm22977,RNU6-895P
Efnb3,EFNB3
Ptger1,PTGER1
Khnyn,KHNYN
Slc7a10,SLC7A10
Vldlr,VLDLR
Slc22a3,SLC22A3
Cdhr5,CDHR5
L2hgdh,L2HGDH
Hps1,HPS1
Lrsam1,LRSAM1
Megf6,MEGF6
Fam172a,FAM172A
Mta1,MTA1
Ino80d,INO80D
Gfra1,GFRA1
Gm28490,SYCP3
Aqp9,AQP9
Scarb2,SCARB2
Scnn1b,SCNN1B
Zbtb8b,ZBTB8B
Pramel49,PRAMEF18
Pramel49,PRAMEF2
Pramel49,PRAMEF4
Pramel49,PRAMEF13
Pramel49,PRAMEF10
Pramel49,PRAMEF11
Pramel49,PRAMEF1
Pramel49,PRAMEF6
Pramel49,PRAMEF5
Pramel49,PRAMEF33
Pramel49,PRAMEF7
Pramel49,PRAMEF8
Sdc3,SDC3
Gys1,GYS1
Arhgef1,ARHGEF1
Fgf10,FGF10
Lonp2,LONP2
Kbtbd8,KBTBD8
Slc4a2,SLC4A2
Cog7,COG7
H2-M2,HLA-E
Cd200r2,CD200R1
Trav12n-3,TRAV18
Hif1a,HIF1A
Cav1,CAV1
Abhd5,ABHD5
Gm25718,RNU6-119P
Gipc2,GIPC2
Casp3,CASP3
Guca1a,GUCA1A
Gm23471,SNORD115-48
Lsm8,LSM8
Fam219a,FAM219A
Gsto2,GSTO2
Gm26314,RNU6-84P
Rpusd4,RPUSD4
Tubd1,TUBD1
Slc25a33,SLC25A33
H1f5,H1-5
Sult4a1,SULT4A1
Hadh,HADH
Gm20890,SYCP3
Ptn,PTN
Aoc1,AOC1
Gm25815,RNU6-598P
Gnb3,GNB3
Ifna14,IFNA5
Ifna14,IFNA21
Ccl17,CCL17
Gm572,C1orf127
Dtx4,DTX4
Ighv1-37,IGHV1-45
Ighv1-37,IGHV1-46
Ighv1-37,IGHV1-58
Ighv1-37,IGHV1-3
Ighv1-37,IGHV1-69
Ighv1-37,IGHV1-69-2
Ighv1-37,IGHV1-69D
Sympk,SYMPK
Cyp2f2,CYP2F1
Mcm6,MCM6
Gngt2,GNGT2
Gabrr2,GABRR2
Vars2,VARS2
Nob1,NOB1
B3galnt1,B3GALNT1
Chl1,CHL1
Gm23509,RNU1-88P
Bcl3,BCL3
Sult2a8,SULT2A1
Arntl,ARNTL
Ssty2,SPIN2A
Fbln5,FBLN5
Gem,GEM
Cthrc1,CTHRC1
Gm29564,SYCP3
Fbln2,FBLN2
Pdgfc,PDGFC
Gm20850,SYCP3
Amd1,AMD1
Orc5,ORC5
Bcat2,BCAT2
Ago1,AGO1
Tmem163,TMEM163
Mcfd2,MCFD2
Sit1,SIT1
Zfp469,ZNF469
Ercc5,ERCC5
Gm25899,RNU4-58P
Pramel11,PRAMEF18
Pramel11,PRAMEF2
Pramel11,PRAMEF4
Pramel11,PRAMEF13
Pramel11,PRAMEF10
Pramel11,PRAMEF11
Pramel11,PRAMEF1
Pramel11,PRAMEF6
Pramel11,PRAMEF5
Pramel11,PRAMEF33
Pramel11,PRAMEF7
Pramel11,PRAMEF8
Bco2,BCO2
Trav16,TRAV19
Gm21294,SYCP3
Myzap,MYZAP
Tmem256,TMEM256-PLSCR3
Tmem256,TMEM256
Armcx4,ARMCX4
Gm24131,RNU6-293P
C1qtnf12,C1QTNF12
Wee2,WEE2
Shd,SHD
Pstk,PSTK
Atp11c,ATP11C
Flnc,FLNC
Hps6,HPS6
Pde6c,PDE6C
Trav15d-1-dv6d-1,TRDV1
Rbm28,RBM28
Lrrc45,LRRC45
Tcf20,TCF20
Phyhd1,PHYHD1
Gm25903,RNU6-194P
Naa16,NAA16
Gm22454,RNU6-391P
Gm22454,RNU6-945P
Gpr157,GPR157
Slc28a2b,SLC28A2
Mir124a-1,MIR124-1
Psmb8,PSMB8
Grcc10,C12orf57
Bivm,ERCC5
Rars,RARS1
Ebf3,EBF3
Vwc2l,VWC2L
Slc39a4,SLC39A4
Snord22,SNORD22
Pigq,PIGQ
Scg2,SCG2
Cox6b1,COX6B1
Gm22810,RNU1-52P
Spinkl,SPINK9
Slc35b4,SLC35B4
Lrrfip2,LRRFIP2
1110059G10Rik,KIAA1143
Gm23302,RNU6-820P
Synpo2l,SYNPO2L
Il10ra,IL10RA
Ndufb8,NDUFB8
Igkv18-36,IGKV3OR2-268
Zfp113,ZNF460
Nin,NIN
L1td1,L1TD1
Farsb,FARSB
Wdr70,WDR70
Mcee,MCEE
Wrn,WRN
Ighv1-47,IGHV1-45
Ighv1-47,IGHV1-46
Ighv1-47,IGHV1-58
Ighv1-47,IGHV1-3
Ighv1-47,IGHV1-69
Ighv1-47,IGHV1-69-2
Ighv1-47,IGHV1-69D
Ripk2,RIPK2
Asb13,ASB13
Gm4553,KRTAP5-2
Gm4553,KRTAP5-5
Kbtbd6,KBTBD6
Kbtbd6,KBTBD7
Ppp1r3a,PPP1R3A
Hacd1,HACD1
Gpt2,GPT2
Ythdf3,YTHDF3
Rlf,RLF
Pramel25,PRAMEF18
Pramel25,PRAMEF2
Pramel25,PRAMEF4
Pramel25,PRAMEF13
Pramel25,PRAMEF10
Pramel25,PRAMEF11
Pramel25,PRAMEF1
Pramel25,PRAMEF6
Pramel25,PRAMEF5
Pramel25,PRAMEF33
Pramel25,PRAMEF7
Pramel25,PRAMEF8
Mtmr2,MTMR2
Rnf111,RNF111
Gm25626,RNU6-1189P
Gm24497,RNU2-1
Slc38a10,SLC38A10
Sf3a3,SF3A3
Uhrf1,UHRF1
Ube2n,UBE2N
Pigk,PIGK
Tnp2,TNP2
Prss37,PRSS37
Srsf12,SRSF12
Rpe,RPEL1
Rpe,RPE
Reg3a,REG1B
Zscan10,ZSCAN10
Snord116l11,SNORD116-5
Snord116l11,SNORD116-1
Snord116l11,SNORD116-3
Gpr4,GPR4
Cebpg,CEBPG
Wwc2,WWC2
Lgi1,LGI1
Zw10,ZW10
Gm25596,RNU6-102P
Disp3,DISP3
Rnf214,RNF214
Fgd6,FGD6
Fbxo42,FBXO42
Kmt5b,KMT5B
Atxn3,ATXN3L
Atxn3,ATXN3
Prss48,PRSS48
Sardh,SARDH
Zfp366,ZNF366
Edf1,EDF1
Mrgprd,MRGPRD
Mcm4,MCM4
Dleu7,DLEU7
Dnmbp,DNMBP
Capn1,CAPN1
Gcsh,GCSH
Cntfr,CNTFR
Pnma2,PNMA2
Trav7d-2,TRAV12-1
Trav7d-2,TRAV12-2
Trav7d-2,TRAV12-3
Utp18,UTP18
Map9,MAP9
Rnf180,RNF180
Pde1a,PDE1A
Cd300e,CD300E
Gm23298,RNU6-1111P
Gm22603,SNORA70C
Gm22603,SNORA70G
Gm22603,SNORA70E
Mir489,MIR489
Il17c,IL17C
Gm13691,CWC22
Taok2,TAOK2
Slc17a3,SLC17A3
Mir365-1,MIR365A
Thbs4,THBS4
Tarsl2,TARS3
Rdh14,RDH14
Pramel5,PRAMEF18
Pramel5,PRAMEF2
Pramel5,PRAMEF4
Pramel5,PRAMEF13
Pramel5,PRAMEF10
Pramel5,PRAMEF11
Pramel5,PRAMEF1
Pramel5,PRAMEF6
Pramel5,PRAMEF5
Pramel5,PRAMEF33
Pramel5,PRAMEF7
Pramel5,PRAMEF8
Snupn,SNUPN
Emp3,EMP3
Snrnp35,SNRNP35
Ddx28,DDX28
Pex6,PEX6
Pkn1,PKN1
Mill1,MICB
Tmem236,TMEM236
Gm20498,SYNJ2BP-COX16
Dlx6,DLX6
Ptcra,PTCRA
Opn5,OPN5
Spem1,SPEM1
H2-M10.4,HLA-E
Cib4,CIB4
Zfp282,ZNF282
Hnrnpa2b1,HNRNPA2B1
Arhgap26,ARHGAP26
Trav9-1,TRAV8-1
Trav9-1,TRAV8-3
Cyp4f15,CYP4F2
Gars,GARS1
Emc8,EMC8
Selenoo,SELENOO
Mkln1,MKLN1
Ttc9,TTC9
Ankrd1,ANKRD1
Mthfsd,MTHFSD
Rfc5,RFC5
Ces1b,CES1
Bard1,BARD1
Tfdp1,TFDP1
Arc,ARC
Ftmt,FTMT
Shld2,SHLD2
Shbg,SHBG
Nr2e1,NR2E1
Ret,RET
Pde8a,PDE8A
Gm23002,RNU6-665P
Slc2a12,SLC2A12
Ccnh,CCNH
Hlf,HLF
Otoa,OTOA
Arsa,ARSA
Abcb8,ABCB8
Siglecg,SIGLEC11
Gm26496,RNU6-2
Gm5617,C11orf71
Emc7,EMC7
Nop53,NOP53
Sulf1,SULF1
Slc12a2,SLC12A2
Pla2g12a,PLA2G12A
Anxa4,ANXA4
Trav3-1,TRAV5
Serpinb9,SERPINB9
Wdcp,WDCP
Cnksr3,CNKSR3
Cyp1b1,CYP1B1
Kirrel3,KIRREL3
Nek11,NEK11
Uqcrfs1,UQCRFS1
Mir139,MIR139
Arap3,ARAP3
Shisal2a,SHISAL2A
Tspan31,TSPAN31
Fam193a,FAM193A
Arl6ip1,ARL6IP1
Zic5,ZIC5
Gm22576,RNU6-603P
Pif1,PIF1
Sesn2,SESN2
Spp2,SPP2
Chrm5,CHRM5
Nemp2,NEMP2
Slc39a13,SLC39A13
Ppfia1,PPFIA1
Tceanc2,TCEANC2
Atp5md,ATP5MK
Hprt,HPRT1
Ckm,CKM
Tjp3,TJP3
Pigyl,PIGY
Pcdh18,PCDH18
Gm23199,RNU6-90P
Ccn4,CCN4
Gm9112,FAM236D
Gm26164,RNU6-672P
Cxxc5,CXXC5
Gm13304,CCL21
Atg4c,ATG4C
Zbtb12,ZBTB12
Rpusd1,RPUSD1
Sbf1,SBF1
Tsfm,TSFM
Etf1,ETF1
Ptgr1,PTGR1
Mir708,MIR708
Akirin2,AKIRIN2
Gpi1,GPI
Krtap5-4,KRTAP5-2
Krtap5-4,KRTAP5-5
Rpl30,RPL30
Gm49358,NT5DC3
Tex22,TEX22
Fbxl22,FBXL22
Upk1a,UPK1A
Rgs20,RGS20
Smad5,SMAD5
Mrps34,MRPS34
Car10,CA10
Mug2,PZP
Prkch,PRKCH
Padi6,PADI6
Rasd2,RASD2
Thap7,THAP7
Snn,SNN
Brpf3,BRPF3
Gm22851,SNORD116-5
Gm22851,SNORD116-1
Gm22851,SNORD116-3
Ifit1bl1,IFIT1B
Gm22605,RNU6-836P
Ffar4,FFAR4
Acat2,ACAT2
Gm24502,RNU6-159P
Rnaseh2c,RNASEH2C
Cenpu,CENPU
Ehmt2,EHMT2
Rhpn2,RHPN2
AW551984,VWA5A
Mcc,MCC
Kif24,KIF24
Trav7n-5,TRAV12-1
Trav7n-5,TRAV12-2
Trav7n-5,TRAV12-3
Tifa,TIFA
Kat14,KAT14
Nubp1,NUBP1
Tyk2,TYK2
Gm22776,SNORD116-5
Gm22776,SNORD116-1
Gm22776,SNORD116-3
Parp10,PARP10
Vti1a,VTI1A
Gm25814,RNU6-1088P
Gm25597,SNORD116-5
Gm25597,SNORD116-1
Gm25597,SNORD116-3
Bcar1,BCAR1
Spaca5,SPACA5B
Spaca5,SPACA5
Itpr2,ITPR2
Kdm6a,KDM6A
Igfbp5,IGFBP5
Garnl3,GARNL3
Nol11,NOL11
Lcn6,LCN6
Tmem151a,TMEM151A
Cbx3,CBX3
Spopfm1,SPOP
Trav8-1,TRAV17
Rpl27,RPL27
Emb,EMB
Tfap2a,TFAP2A
Cecr2,CECR2
Pafah2,PAFAH2
Kdm4b,KDM4B
Tspan8,TSPAN8
Lratd2,LRATD2
Fbxl5,FBXL5
Cacng5,CACNG5
Crhbp,CRHBP
Ldb1,LDB1
Cd2bp2,CD2BP2
Sorbs2,SORBS2
Slco6c1,SLCO6A1
Gm23627,RNU6-95P
Commd10,COMMD10
Zfp638,ZNF638
Oog3,PRAMEF18
Oog3,PRAMEF2
Oog3,PRAMEF4
Oog3,PRAMEF13
Oog3,PRAMEF10
Oog3,PRAMEF11
Oog3,PRAMEF1
Oog3,PRAMEF6
Oog3,PRAMEF5
Oog3,PRAMEF33
Oog3,PRAMEF7
Oog3,PRAMEF8
Lef1,LEF1
Akr1b3,AKR1B1
C8g,C8G
Mrgprb1,MRGPRX4
Wfikkn2,WFIKKN2
Pi15,PI15
Ap4m1,AP4M1
Myo1a,MYO1A
Cstl1,CSTL1
Rims2,RIMS2
Smarcc1,SMARCC1
Zscan2,ZSCAN2
Zfp169,ZNF169
Tceal5,TCEAL6
Echdc2,ECHDC2
Odf2l,ODF2L
Nps,NPS
Sec23a,SEC23A
Idh3a,IDH3A
Trav7-3,TRAV12-1
Trav7-3,TRAV12-2
Trav7-3,TRAV12-3
Cracdl,CRACDL
Card11,CARD11
Ankrd34b,ANKRD34B
2900092C05Rik,C19orf18
Fam170b,FAM170B
Syn2,SYN2
1700011M02Rik,FAM236D
Cd200r3,CD200R1
Slc22a1,SLC22A1
Mapk3,MAPK3
Aarsd1,AARSD1
Aarsd1,PTGES3L-AARSD1
Acod1,ACOD1
Neil1,NEIL1
Fto,FTO
Card14,CARD14
Zfp790,ZNF420
Apol8,APOL3
Apol8,APOL4
Apol8,APOL2
Apol8,APOL1
Cfl1,CFL1
Apc,APC
Prss2,PRSS3
Dhx40,DHX40
Gm45808,DHDH
Gm23090,SNORD121A
Serpina1c,SERPINA1
Pdcd2l,PDCD2L
Plaur,PLAUR
Hydin,HYDIN
Trpc4ap,TRPC4AP
Rag1,RAG1
Zfp957,TCF20
Muc21,MUC21
Ppp1r12c,PPP1R12C
Cyp4a31,CYP4F12
Crtap,CRTAP
Nkx2-9,NKX2-8
Glb1,GLB1
Xaf1,XAF1
Trav6d-7,TRAV9-2
Exosc9,EXOSC9
Xylb,XYLB
Mark3,MARK3
Atad5,ATAD5
Mrgpra6,MRGPRX4
Tle2,TLE2
1700011L22Rik,C4orf51
Cav2,CAV2
Pabpc1,PABPC3
Cma1,CMA1
Ighv3-4,IGHV4-39
Ighv3-4,IGHV4-59
Ighv3-4,IGHV4-4
Ighv3-4,IGHV4-61
Plcb4,PLCB4
Spata9,SPATA9
Kel,KEL
Trav18,TRAV25
Trav18,TRAV27
Dpy19l3,DPY19L3
Pla2r1,PLA2R1
Tmem160,TMEM160
Cldnd1,CLDND1
Lhcgr,LHCGR
Unc80,UNC80
Ephb6,EPHB6
Gm25744,SNORD48
Eif3f,EIF3F
Ckmt1,CKMT1B
Ckmt1,CKMT1A
Agxt2,AGXT2
Map3k6,MAP3K6
Gucy2f,GUCY2F
Gm24950,RNU2-1
Mt4,MT4
Mir423,MIR423
AI661453,C6orf132
Snora73a,RNU105C
Tfr2,TFR2
Slc18a3,SLC18A3
Nlrp14,NLRP14
Spn,SPN
H2-Ob,HLA-DOB
Gm20908,SYCP3
Hagh,HAGH
Csrnp3,CSRNP3
Cry2,CRY2
Tmem223,TMEM223
Mir25,MIR25
Wnk3,WNK3
Ccr8,CCR8
Cxcl11,CXCL11
Ifnl2,IFNL2
Ssbp1,SSBP1
Igf1,IGF1
Mrpl40,MRPL40
Ubqln3,UBQLN3
Gm29735,KRTAP5-2
Gm29735,KRTAP5-5
Adtrp,ADTRP
Gm23442,SNORA38
Gm16513,PRAMEF18
Gm16513,PRAMEF2
Gm16513,PRAMEF4
Gm16513,PRAMEF13
Gm16513,PRAMEF10
Gm16513,PRAMEF11
Gm16513,PRAMEF1
Gm16513,PRAMEF6
Gm16513,PRAMEF5
Gm16513,PRAMEF33
Gm16513,PRAMEF7
Gm16513,PRAMEF8
Serpinb9d,SERPINB9
Cyp4f16,CYP4F8
Clgn,CLGN
Lig1,LIG1
Dpp10,DPP10
Ralgapb,RALGAPB
Mtnr1b,MTNR1B
Lhx2,LHX2
Mycl,MYCL
Gaa,GAA
Slc8a1,SLC8A1
Ptprd,PTPRD
Gm22496,SNORD115-47
Rilpl1,RILPL1
Ighv1-4,IGHV1-45
Ighv1-4,IGHV1-46
Ighv1-4,IGHV1-58
Ighv1-4,IGHV1-3
Ighv1-4,IGHV1-69
Ighv1-4,IGHV1-69-2
Ighv1-4,IGHV1-69D
Eed,EED
Slc37a2,SLC37A2
Nelfe,NELFE
Dcaf10,DCAF10
Gm49630,UNC93A
Utp14b,UTP14C
Gpank1,GPANK1
Osbpl9,OSBPL9
Gm24452,SNORD27
Oard1,OARD1
Galnt4,POC1B-GALNT4
Galnt4,GALNT4
Gm25163,RNU6-1086P
Scnn1g,SCNN1G
Pramel13,PRAMEF18
Pramel13,PRAMEF2
Pramel13,PRAMEF4
Pramel13,PRAMEF13
Pramel13,PRAMEF10
Pramel13,PRAMEF11
Pramel13,PRAMEF1
Pramel13,PRAMEF6
Pramel13,PRAMEF5
Pramel13,PRAMEF33
